iter	Accuracy	MultiClass
876	0.9985693848	0.05481900811
877	0.9985693848	0.05472291143
878	0.9985693848	0.05471687573
879	0.9985693848	0.05467969506
880	0.9985693848	0.05459689841
881	0.9985693848	0.05449161346
882	0.9985693848	0.05441139498
883	0.9985693848	0.05432089627
884	0.9985693848	0.0542869893
885	0.9985693848	0.05424026207
886	0.9985693848	0.05416347715
887	0.9985693848	0.05410477608
888	0.9985693848	0.05409943114
889	0.9985693848	0.05409336429
890	0.9985693848	0.05399353263
891	0.9985693848	0.05391940305
892	0.9985693848	0.05386796798
893	0.9985693848	0.05375677772
894	0.9985693848	0.05371562655
895	0.9985693848	0.05360986978
896	0.9985693848	0.05349610998
897	0.9985693848	0.05337335546
898	0.9985693848	0.0532711134
899	0.9985693848	0.05320949322
900	0.9985693848	0.05311165287
901	0.9985693848	0.05306657987
902	0.9985693848	0.0530396068
903	0.9985693848	0.05303544205
904	0.9985693848	0.05294693275
905	0.9985693848	0.05286036185
906	0.9985693848	0.05283809535
907	0.9985693848	0.05282192899
908	0.9985693848	0.05269580395
909	0.9985693848	0.05265273625
910	0.9985693848	0.05256177605
911	0.9985693848	0.05248282878
912	0.9985693848	0.05242760321
913	0.9985693848	0.05240641731
914	0.9985693848	0.05233885196
915	0.9985693848	0.05233126623
916	0.9985693848	0.05222010379
917	0.9985693848	0.05211392131
918	0.9985693848	0.05206609372
919	0.9985693848	0.05206062736
920	0.9985693848	0.05197636199
921	0.9985693848	0.05192510242
922	0.9985693848	0.0518807535
923	0.9985693848	0.0518776202
924	0.9985693848	0.05182198691
925	0.9985693848	0.05173148435
926	0.9985693848	0.05169091852
927	0.9985693848	0.05168234399
928	0.9985693848	0.05164586161
929	0.9985693848	0.0516182649
930	0.9985693848	0.05161456628
931	0.9985693848	0.05154741312
932	0.9985693848	0.05143876023
933	0.9985693848	0.05136947544
934	0.9985693848	0.05132146546
935	0.9985693848	0.05126647717
936	0.9985693848	0.05126143062
937	0.9985693848	0.0512106961
938	0.9985693848	0.05114105622
939	0.9985693848	0.05107657516
940	0.9985693848	0.05102402954
941	0.9985693848	0.05093670461
942	0.9985693848	0.05087167615
943	0.9985693848	0.05085617316
944	0.9985693848	0.05083360308
945	0.9985693848	0.05081288669
946	0.9985693848	0.0507577837
947	0.9985693848	0.05073041977
948	0.9985693848	0.05064929314
949	0.9985693848	0.05059748884
950	0.9985693848	0.05052715715
951	0.9985693848	0.05041898104
952	0.9985693848	0.05035246497
953	0.9985693848	0.05029413104
954	0.9985693848	0.05023727489
955	0.9985693848	0.05012832637
956	0.9985693848	0.05007882754
957	0.9985693848	0.04998705599
958	0.9985693848	0.04992145231
959	0.9985693848	0.04990727289
960	0.9985693848	0.04990356266
961	0.9985693848	0.04989369137
962	0.9985693848	0.0498210768
963	0.9985693848	0.04975137685
964	0.9985693848	0.04968991861
965	0.9985693848	0.04962595512
966	0.9985693848	0.04953269359
967	0.9985693848	0.0494764632
968	0.9985693848	0.04939761852
969	0.9985693848	0.04937367439
970	0.9985693848	0.04936874961
971	0.9985693848	0.04927730701
972	0.9985693848	0.04927427967
973	0.9985693848	0.04915949005
974	0.9985693848	0.04915630933
975	0.9985693848	0.04909208812
976	0.9985693848	0.04905061132
977	0.9985693848	0.04897169224
978	0.9985693848	0.0489116385
979	0.9985693848	0.04890718992
980	0.9985693848	0.04884738471
981	0.9985693848	0.04872555993
982	0.9985693848	0.04871708894
983	0.9985693848	0.0486462298
984	0.9985693848	0.04856833506
985	0.9985693848	0.04856355304
986	0.9985693848	0.04847957396
987	0.9985693848	0.04847610197
988	0.9985693848	0.04840544
989	0.9985693848	0.04831572734
990	0.9985693848	0.04824529236
991	0.9985693848	0.04814845281
992	0.9985693848	0.04807689076
993	0.9985693848	0.04805305986
994	0.9985693848	0.04795907874
995	0.9985693848	0.04786073093
996	0.9985693848	0.04778018762
997	0.9985693848	0.0477762307
998	0.9985693848	0.04774860948
999	0.9985693848	0.04773430222
